timestamp_ms,temperature_c,acc_x_g,acc_y_g,acc_z_g,gyr_x_dps,gyr_y_dps,gyr_z_dps,mag_x_ut,mag_y_ut,mag_z_ut,mic_level,bat_voltage_v,bat_percent
682531,42.48,0.0,-0.008,1.011,-0.31,0.12,-0.18,-170.46,348.27,47.35,0.1,4.169,100
682634,42.49,-0.001,-0.009,1.009,-0.37,0.18,-0.37,-143.48,354.26,68.34,0.1,4.169,100
682737,42.47,-0.0,-0.008,1.009,-0.31,0.18,-0.31,-152.47,408.24,38.35,0.1,4.169,100
682840,42.48,-0.0,-0.008,1.01,-0.18,0.12,-0.24,-146.47,378.25,56.35,0.1,4.169,100
682943,42.49,-0.0,-0.012,1.01,-0.18,0.12,-0.12,-173.46,366.26,8.37,0.1,4.169,100
683046,42.48,0.001,-0.008,1.01,-0.31,0.06,-0.31,-167.47,339.27,26.36,0.1,4.169,100
683149,42.45,0.002,-0.009,1.009,-0.18,0.06,-0.24,-209.45,381.25,53.35,0.1,4.169,100
683252,42.46,0.001,-0.01,1.009,-0.12,0.24,-0.18,-179.46,369.26,77.34,0.1,4.168,100
683355,42.48,0.001,-0.009,1.009,-0.12,0.06,-0.31,-191.46,381.25,23.36,0.1,4.168,100
683458,42.48,-0.001,-0.008,1.012,-0.24,0.18,-0.31,-140.48,369.26,32.36,0.1,4.168,100
683561,42.47,0.0,-0.012,1.01,-0.18,0.18,-0.18,-161.47,381.25,17.36,0.1,4.168,100
683664,42.47,-0.002,-0.01,1.01,-0.31,0.12,-0.18,-167.47,393.25,56.35,0.1,4.168,100
683767,42.47,0.0,-0.008,1.012,-0.06,0.24,-0.31,-152.47,378.25,8.37,0.1,4.168,100
683870,42.46,-0.001,-0.009,1.012,-0.24,0.12,-0.31,-176.46,372.26,44.35,0.1,4.168,100
683973,42.49,0.001,-0.006,1.009,-0.24,0.12,-0.31,-161.47,378.25,29.36,0.1,4.168,100
684076,42.47,-0.001,-0.008,1.013,-0.31,0.18,-0.37,-152.47,345.27,47.35,0.2,4.168,100
684179,42.45,0.002,-0.01,1.01,-0.37,0.24,-0.31,-149.47,396.25,65.34,0.1,4.168,100
684282,42.48,-0.002,-0.008,1.01,-0.37,0.18,-0.18,-170.46,339.27,32.36,0.1,4.168,100
684385,42.5,0.001,-0.009,1.01,-0.18,0.18,-0.18,-188.46,399.24,26.36,0.1,4.168,100
684488,42.49,-0.0,-0.01,1.012,-0.18,0.18,-0.24,-179.46,369.26,56.35,0.1,4.168,100
684591,42.49,0.0,-0.008,1.011,-0.18,0.12,-0.24,-164.47,342.27,32.36,0.1,4.168,100
684694,42.46,-0.001,-0.007,1.011,-0.18,0.18,-0.24,-197.45,366.26,59.35,0.1,4.168,100
684797,42.47,-0.0,-0.01,1.013,-0.24,0.31,-0.37,-170.46,354.26,44.35,0.1,4.168,100
684900,42.48,-0.001,-0.008,1.01,-0.37,0.37,-0.18,-167.47,390.25,-0.63,0.1,4.168,100
685003,42.47,0.0,-0.011,1.011,-0.12,0.12,-0.24,-146.47,366.26,38.35,0.1,4.168,100
685106,42.47,0.0,-0.007,1.011,-0.24,0.24,-0.06,-146.47,393.25,35.36,0.1,4.168,100
685209,42.42,0.0,-0.009,1.01,-0.12,0.24,-0.12,-164.47,351.26,11.37,0.1,4.168,100
685312,42.47,0.001,-0.01,1.012,-0.18,0.24,-0.24,-167.47,348.27,65.34,0.1,4.168,100
685415,42.43,0.001,-0.007,1.01,-0.18,0.18,-0.37,-161.47,324.28,29.36,0.1,4.168,100
685518,42.46,-0.002,-0.013,1.012,-0.18,0.18,-0.24,-185.46,339.27,35.36,0.1,4.168,100
685621,42.46,0.0,-0.008,1.01,-0.31,0.18,-0.24,-146.47,336.27,38.35,0.1,4.168,100
685724,42.48,-0.001,-0.01,1.011,-0.31,0.06,-0.24,-152.47,390.25,32.36,0.1,4.168,100
685827,42.47,-0.0,-0.009,1.01,-0.24,0.18,-0.31,-188.46,357.26,80.34,0.1,4.168,100
685930,42.46,-0.001,-0.008,1.01,-0.24,0.18,-0.12,-182.46,381.25,38.35,0.1,4.168,100
686033,42.47,-0.0,-0.012,1.012,-0.31,0.24,-0.18,-179.46,363.26,35.36,0.1,4.168,100
686136,42.46,0.001,-0.007,1.011,-0.18,0.24,-0.37,-170.46,318.28,53.35,0.1,4.168,100
686239,42.46,0.001,-0.009,1.01,-0.24,0.12,-0.18,-155.47,348.27,62.34,0.1,4.168,100
686342,42.48,-0.002,-0.01,1.01,-0.18,0.06,-0.31,-182.46,372.26,59.35,0.1,4.168,100
686445,42.5,0.001,-0.01,1.01,-0.24,0.24,-0.12,-170.46,372.26,47.35,0.1,4.168,100
686548,42.47,0.001,-0.008,1.011,-0.18,0.24,-0.18,-161.47,357.26,47.35,0.1,4.168,100
686651,42.46,0.002,-0.009,1.01,-0.24,0.12,-0.06,-149.47,360.26,56.35,0.1,4.168,100
686754,42.43,-0.001,-0.01,1.012,-0.37,0.24,-0.24,-164.47,348.27,29.36,0.1,4.168,100
686857,42.46,0.0,-0.008,1.012,-0.24,0.18,-0.31,-182.46,363.26,44.35,0.1,4.168,100
686960,42.47,-0.001,-0.009,1.012,-0.31,0.18,-0.24,-167.47,372.26,26.36,0.1,4.168,100
687063,42.47,0.0,-0.01,1.012,-0.24,0.18,-0.24,-167.47,348.27,32.36,0.2,4.168,100
687166,42.49,0.0,-0.009,1.012,-0.31,0.24,-0.24,-173.46,354.26,29.36,0.2,4.168,100
687269,42.5,-0.001,-0.008,1.009,-0.18,0.18,-0.12,-158.47,381.25,23.36,0.2,4.168,100
687372,42.5,0.001,-0.008,1.009,-0.18,0.18,-0.31,-149.47,393.25,59.35,0.2,4.168,100
687475,42.51,0.004,-0.012,1.012,-0.24,0.43,-0.24,-194.45,342.27,5.37,0.1,4.168,100
687578,42.47,0.004,-0.008,1.012,-0.31,0.18,-0.37,-176.46,369.26,11.37,0.2,4.168,100
687681,42.49,-0.001,-0.008,1.01,-0.18,0.24,-0.18,-152.47,345.27,41.35,0.1,4.168,100
687784,42.51,-0.001,-0.01,1.008,-0.24,0.18,-0.18,-158.47,351.26,47.35,0.1,4.168,100
687887,42.48,0.001,-0.008,1.009,-0.24,0.18,-0.12,-173.46,348.27,56.35,0.2,4.168,100
687990,42.46,-0.001,-0.008,1.011,-0.24,0.18,-0.18,-182.46,363.26,26.36,0.1,4.168,100
688093,42.48,0.0,-0.009,1.01,-0.12,0.18,-0.31,-122.48,369.26,35.36,0.1,4.168,100
688196,42.46,-0.002,-0.007,1.009,-0.18,0.24,-0.18,-155.47,330.27,41.35,0.1,4.168,100
688299,42.46,0.0,-0.01,1.009,-0.18,0.0,-0.24,-146.47,366.26,50.35,0.1,4.168,100
688402,42.48,0.001,-0.011,1.009,-0.24,0.06,-0.24,-167.47,336.27,92.33,0.2,4.168,100
688505,42.47,0.001,-0.009,1.012,-0.31,0.12,-0.24,-146.47,354.26,89.33,0.2,4.168,100
688608,42.46,-0.0,-0.008,1.011,-0.18,0.24,-0.24,-170.46,366.26,32.36,0.2,4.168,100
688711,42.49,-0.0,-0.007,1.009,-0.31,0.18,-0.18,-167.47,372.26,41.35,0.2,4.168,100
688814,42.5,0.0,-0.006,1.01,-0.18,0.12,-0.31,-170.46,384.25,17.36,0.3,4.168,100
688917,42.5,-0.001,-0.014,1.007,-0.24,0.12,-0.37,-182.46,369.26,80.34,0.3,4.168,100
689020,42.44,-0.0,-0.009,1.011,-0.18,0.31,-0.24,-158.47,336.27,41.35,0.2,4.168,100
689123,42.48,-0.001,-0.007,1.011,-0.24,0.12,-0.31,-140.48,369.26,65.34,0.2,4.168,100
689226,42.49,-0.002,-0.01,1.009,-0.31,0.06,-0.18,-161.47,354.26,62.34,0.1,4.168,100
689329,42.49,-0.0,-0.007,1.012,-0.18,0.06,-0.24,-122.48,336.27,38.35,0.1,4.167,100
689432,42.48,0.0,-0.01,1.011,-0.37,0.12,-0.31,-137.48,360.26,23.36,0.1,4.167,100
689535,42.5,-0.001,-0.01,1.01,-0.37,0.24,-0.24,-146.47,378.25,53.35,0.1,4.167,100
689638,42.49,-0.001,-0.007,1.01,-0.24,0.24,-0.18,-152.47,342.27,26.36,0.5,4.167,100
689741,42.46,-0.001,-0.011,1.01,-0.24,0.12,-0.06,-164.47,330.27,50.35,0.1,4.167,100
689844,42.47,-0.001,-0.007,1.008,-0.18,0.12,-0.24,-149.47,351.26,38.35,0.1,4.167,100
689947,42.44,0.003,-0.01,1.012,-0.18,0.24,-0.24,-164.47,366.26,65.34,0.2,4.167,100
690050,42.46,0.003,-0.008,1.021,-0.06,0.37,-0.12,-176.46,387.25,71.34,0.1,4.167,100
690153,42.49,-0.002,-0.009,1.011,-0.37,0.18,-0.24,-206.45,360.26,29.36,0.2,4.167,100
690256,42.47,-0.001,-0.007,1.011,-0.37,0.31,-0.37,-179.46,354.26,47.35,0.6,4.167,100
690359,42.45,0.001,-0.011,1.024,0.18,0.24,-0.18,-164.47,357.26,41.35,0.2,4.168,100
690462,42.49,0.003,-0.011,1.012,-0.12,0.0,-0.12,-164.47,357.26,32.36,0.2,4.168,100
690565,42.46,-0.001,-0.009,1.01,-0.37,0.31,-0.31,-149.47,354.26,35.36,0.5,4.168,100
690668,42.49,-0.002,-0.011,1.011,-0.24,0.24,-0.12,-167.47,387.25,14.36,0.1,4.168,100
690771,42.48,-0.001,-0.009,1.01,0.0,0.31,-0.24,-164.47,375.25,41.35,0.3,4.168,100
690874,42.47,-0.0,-0.007,1.011,-0.37,0.24,-0.24,-149.47,384.25,59.35,0.4,4.168,100
690977,42.49,0.001,-0.008,1.011,-0.18,0.12,-0.31,-143.48,366.26,23.36,0.3,4.168,100
691080,42.49,-0.001,-0.008,1.01,-0.31,0.18,-0.06,-170.46,354.26,59.35,0.2,4.168,100
691183,42.48,0.003,-0.006,1.011,-0.24,0.18,-0.18,-164.47,375.25,38.35,0.2,4.168,100
691286,42.47,-0.002,-0.011,1.01,-0.37,0.18,-0.18,-176.46,345.27,11.37,0.2,4.168,100
691389,42.5,0.001,-0.01,1.013,-0.18,0.0,-0.18,-164.47,342.27,35.36,0.4,4.168,100
691492,42.47,-0.0,-0.01,1.012,-0.24,0.18,-0.12,-179.46,357.26,77.34,0.2,4.168,100
691595,42.47,-0.002,-0.009,1.012,-0.18,0.12,-0.24,-155.47,351.26,38.35,0.3,4.168,100
691698,42.48,-0.001,-0.008,1.01,-0.18,0.06,-0.12,-161.47,342.27,56.35,0.2,4.168,100
691801,42.47,-0.002,-0.009,1.012,-0.31,0.12,-0.18,-164.47,342.27,59.35,0.2,4.168,100
691904,42.49,0.0,-0.008,1.009,-0.24,0.12,-0.12,-167.47,366.26,80.34,0.5,4.168,100
692007,42.48,0.0,-0.009,1.009,-0.24,0.18,-0.31,-167.47,327.27,8.37,0.4,4.168,100
692110,42.51,0.006,-0.007,1.011,-0.12,0.24,-0.18,-134.48,372.26,56.35,0.2,4.168,100
692213,42.51,-0.002,-0.009,1.009,-0.31,0.24,-0.18,-167.47,348.27,20.36,0.2,4.168,100
692316,42.48,-0.0,-0.011,1.009,-0.12,0.12,-0.24,-179.46,384.25,8.37,0.2,4.169,100
692419,42.47,-0.001,-0.011,1.012,-0.24,0.18,-0.24,-161.47,327.27,59.35,0.2,4.169,100
692522,42.45,-0.001,-0.01,1.009,-0.18,0.18,-0.31,-167.47,363.26,29.36,0.2,4.169,100
692625,42.45,0.001,-0.008,1.01,-0.24,0.12,-0.31,-161.47,339.27,68.34,0.2,4.169,100
692728,42.49,-0.001,-0.009,1.01,-0.12,0.24,-0.18,-140.48,348.27,74.34,0.1,4.169,100
692831,42.49,-0.001,-0.009,1.01,-0.18,0.18,-0.24,-164.47,363.26,32.36,0.1,4.169,100
692934,42.48,-0.001,-0.007,1.01,-0.31,0.18,-0.31,-161.47,363.26,29.36,0.2,4.169,100
693037,42.49,0.0,-0.008,1.01,-0.31,0.31,-0.24,-173.46,327.27,47.35,0.2,4.169,100
693140,42.47,-0.001,-0.009,1.009,-0.12,0.18,-0.18,-146.47,396.25,-9.63,0.2,4.169,100
693243,42.49,-0.0,-0.007,1.013,-0.31,0.12,-0.24,-161.47,360.26,95.33,0.2,4.169,100
693346,42.5,-0.001,-0.01,1.01,-0.12,0.18,-0.18,-152.47,327.27,38.35,0.2,4.168,100
693449,42.47,-0.0,-0.009,1.01,-0.18,0.12,-0.24,-197.45,372.26,47.35,0.2,4.168,100
693552,42.46,-0.001,-0.007,1.01,-0.31,0.18,-0.37,-152.47,354.26,47.35,0.2,4.168,100
693655,42.46,-0.001,-0.008,1.011,-0.31,0.06,-0.18,-182.46,345.27,35.36,0.2,4.168,100
693758,42.45,-0.001,-0.008,1.011,-0.18,0.12,-0.31,-161.47,363.26,41.35,0.2,4.168,100
693861,42.49,-0.001,-0.008,1.012,-0.24,0.18,-0.31,-149.47,360.26,38.35,0.2,4.168,100
693964,42.5,-0.002,-0.007,1.011,-0.37,0.12,-0.18,-164.47,354.26,20.36,0.3,4.168,100
694067,42.49,-0.002,-0.009,1.01,-0.24,0.12,-0.24,-179.46,342.27,44.35,0.2,4.168,100
694170,42.5,-0.0,-0.008,1.01,-0.24,0.24,-0.18,-173.46,360.26,65.34,0.3,4.168,100
694273,42.49,-0.002,-0.009,1.01,-0.31,0.18,-0.06,-155.47,354.26,44.35,0.3,4.168,100
694376,42.5,0.003,-0.011,1.014,-0.18,0.24,-0.37,-170.46,342.27,32.36,0.6,4.167,100
694479,42.46,0.002,-0.008,1.01,-0.24,0.18,-0.24,-164.47,330.27,26.36,0.4,4.167,100
694582,42.49,-0.001,-0.008,1.01,-0.31,0.12,-0.24,-155.47,339.27,32.36,0.8,4.167,100
694685,42.48,0.001,-0.009,1.011,-0.31,0.31,-0.18,-182.46,381.25,56.35,0.5,4.167,100
694788,42.5,0.0,-0.01,1.01,-0.18,0.31,-0.12,-161.47,360.26,2.37,0.4,4.167,100
694891,42.48,-0.001,-0.007,1.012,-0.18,0.24,-0.37,-158.47,354.26,53.35,0.5,4.167,100
694994,42.45,-0.001,-0.007,1.011,-0.24,0.31,-0.06,-170.46,357.26,29.36,0.3,4.167,100
695097,42.49,0.0,-0.008,1.011,-0.18,0.24,-0.37,-191.46,366.26,20.36,0.4,4.167,100
695200,42.48,0.001,-0.007,1.011,-0.06,0.12,-0.18,-152.47,348.27,14.36,0.4,4.167,100
695303,42.49,-0.002,-0.01,1.01,-0.18,0.06,-0.12,-158.47,357.26,65.34,1.0,4.168,100
695406,42.47,-0.003,-0.011,1.011,-0.24,0.12,-0.24,-170.46,354.26,47.35,0.6,4.168,100
695509,42.47,-0.003,-0.01,1.01,-0.37,0.31,-0.24,-161.47,348.27,50.35,0.6,4.168,100
695612,42.48,0.0,-0.012,1.014,-0.31,0.18,-0.37,-167.47,345.27,41.35,0.7,4.168,100
695715,42.48,0.001,-0.004,1.008,-0.18,0.06,-0.18,-158.47,339.27,62.34,0.8,4.168,100
695818,42.46,-0.002,-0.005,1.008,-0.18,0.12,-0.18,-128.48,354.26,23.36,1.0,4.168,100
695921,42.48,0.001,-0.007,1.011,-0.31,0.18,-0.31,-173.46,384.25,68.34,1.5,4.168,100
696024,42.49,0.0,-0.013,1.011,-0.18,0.24,-0.24,-155.47,363.26,32.36,0.7,4.168,100
696127,42.48,-0.003,-0.014,1.01,-0.24,0.24,-0.24,-173.46,363.26,50.35,0.8,4.168,100
696230,42.51,-0.003,-0.011,1.011,-0.18,0.12,-0.31,-173.46,327.27,44.35,1.0,4.168,100
696333,42.47,-0.0,-0.008,1.007,-0.24,0.24,-0.24,-167.47,351.26,29.36,1.0,4.168,100
696436,42.46,0.004,-0.008,1.011,-0.18,0.24,-0.18,-164.47,351.26,71.34,0.8,4.168,100
696539,42.48,0.003,-0.007,1.01,-0.31,0.24,-0.31,-161.47,366.26,38.35,0.7,4.168,100
696642,42.46,0.0,-0.005,1.011,-0.06,0.12,-0.12,-164.47,381.25,68.34,0.6,4.168,100
696745,42.5,-0.004,-0.009,1.008,-0.37,0.18,-0.31,-152.47,351.26,47.35,1.0,4.168,100
696848,42.49,0.0,-0.012,1.011,-0.31,0.06,-0.06,-143.48,333.27,38.35,0.7,4.168,100
696951,42.5,0.001,-0.012,1.013,-0.24,0.31,-0.24,-149.47,333.27,35.36,0.6,4.168,100
697054,42.47,0.0,-0.01,1.009,-0.37,0.24,-0.31,-170.46,345.27,44.35,0.7,4.168,100
697157,42.51,-0.0,-0.006,1.013,-0.18,0.24,-0.31,-179.46,360.26,59.35,0.6,4.168,100
697260,42.5,0.0,-0.01,1.01,-0.24,0.18,-0.31,-170.46,369.26,11.37,0.7,4.168,100
697363,42.49,0.0,-0.006,1.011,-0.24,0.18,-0.18,-167.47,402.24,80.34,0.7,4.167,100
697466,42.46,0.001,-0.009,1.01,-0.18,0.06,-0.18,-197.45,342.27,53.35,0.7,4.167,100
697569,42.45,-0.004,-0.011,1.01,-0.31,0.06,-0.18,-143.48,342.27,26.36,0.4,4.167,100
697672,42.49,-0.0,-0.01,1.01,-0.37,0.18,-0.12,-167.47,390.25,35.36,0.6,4.167,100
697775,42.53,-0.001,-0.009,1.011,-0.18,0.18,-0.12,-188.46,375.25,38.35,0.4,4.167,100
697878,42.48,0.001,-0.008,1.011,-0.18,0.31,-0.12,-179.46,366.26,74.34,0.6,4.167,100
697981,42.47,-0.001,-0.009,1.01,-0.18,0.12,-0.12,-137.48,360.26,26.36,0.4,4.167,100
698084,42.48,0.0,-0.006,1.011,-0.31,0.12,-0.18,-158.47,381.25,44.35,0.5,4.167,100
698187,42.46,-0.0,-0.008,1.011,-0.24,0.0,-0.06,-161.47,375.25,71.34,0.5,4.167,100
698290,42.44,-0.001,-0.008,1.009,-0.06,0.06,-0.18,-143.48,348.27,44.35,0.3,4.167,100
698393,42.49,-0.002,-0.009,1.01,-0.12,0.31,-0.31,-152.47,366.26,14.36,0.6,4.168,100
698496,42.5,0.0,-0.012,1.01,-0.31,0.24,-0.31,-182.46,396.25,32.36,0.9,4.168,100
698599,42.49,0.001,-0.01,1.009,-0.18,0.31,-0.18,-203.45,357.26,29.36,0.4,4.168,100
698702,42.5,-0.0,-0.008,1.011,-0.24,0.06,-0.24,-140.48,390.25,44.35,0.2,4.168,100
698805,42.48,-0.0,-0.006,1.01,-0.24,0.0,-0.24,-182.46,354.26,11.37,0.4,4.168,100
698908,42.47,-0.0,-0.006,1.01,-0.31,0.18,-0.24,-164.47,387.25,32.36,0.4,4.168,100
